DNI,Apellidos,Nombre,Sexo,Salario,CP,Provincia
98438654B,Jiménez Casado,María del Rocío,M,3303.39€,15,La Coruña
90057530H,Díaz Fernández,Estefania,M,1515.77€,10,Cáceres
71637655S,Martín Luz,Alejandra,M,2570.0€,46,Valencia
44973818D,Limón Herrera,Marta,M,2449.61€,33,Asturias
46255720Y,Martínez Aparicio,Alberto,H,1267.57€,18,Granada
50146657X,Cristóbal Rivero,Isabel María,M,729.6€,21,Huelva
8408144B,Morales Jiménez,Sergio,H,1907.24€,41,Sevilla
25852423D,Diop Rodríguez,Mónica,M,2970.72€,28,Madrid
2703602K,Garzón Sánchez,Luisa,M,2583.36€,7,Baleares
57881987A,García Hernández,Gema,M,3160.6€,28,Madrid
87711653A,Parra Jiménez,Lourdes,M,673.09€,50,Zaragoza
44653392L,Ortega Lara,Jorge,H,2141.99€,28,Madrid
8668372V,Tendero Calleja,Cristina,M,1884.91€,20,Guipúzcoa
55889949H,Méndez Iglesias,Mónica,M,1222.13€,20,Guipúzcoa
73430797P,Mendiola Ríos,Jesús,H,1732.9€,16,Cuenca
96061439F,Betancourt Fernández,Gustavo,H,3342.16€,28,Madrid
3675944S,Santamaría Barrios,Mar,M,664.61€,18,Granada
42564151Y,Doblado Vizuete,José María,H,3596.03€,35,Las Palmas
31501920Q,Porto López,Édgar,H,1485.65€,14,Córdoba
50431378Z,Masó Salgado,Daniela,M,819.44€,39,Cantabria
51321384N,Estévez Molina,Natalia,M,1715.04€,11,Cádiz
67082971K,García Sánchez,Carmen,M,2762.26€,41,Sevilla
89823399G,Hernández Hernández,Agustín,H,1774.61€,28,Madrid
21791424M,Sanz Torres,Tatiana,M,2067.49€,28,Madrid
61588188F,Martínez Durán,Celia,M,1304.77€,28,Madrid
64401113D,Serrano del Río,Raquel,M,1474.04€,47,Valladolid
65627346C,Gómez Ruiz,Irene,M,3143.28€,46,Valencia
50312306J,López Picón,Óscar,H,2175.99€,30,Murcia
96834268J,Martínez Rodríguez,Santiago,H,2974.81€,20,Guipúzcoa
57445887Y,Delgado Solá,Sandra,M,2956.93€,7,Baleares
86398080Y,Ferreiro Chen,Félix José,H,2123.82€,50,Zaragoza
84139050J,Ávila Jiménez,Olga,M,3191.01€,7,Baleares
4178399N,Mendoza Uribe,José Fernando,H,2325.93€,20,Guipúzcoa
2674896L,Sáez Andrade,Gustavo,H,3194.66€,11,Cádiz
3565286X,Martínez Fernández,Ernesto,H,2368.88€,35,Las Palmas
24095537R,Gómez Carnicer,Jorge,H,1121.46€,8,Barcelona
32352949E,Fernández Martín,Paloma,M,1681.5€,35,Las Palmas
88452477C,Tormo Serena,Corín,M,3031.07€,41,Sevilla
80719265Y,García Delgado,Eloy,H,3093.26€,46,Valencia
7760270R,Ruiz Ruiz,Sandi,M,2109.19€,18,Granada
65795688W,Sainz Rodríguez,Sabrina,M,2056.64€,36,Pontevedra
13378114A,Madrigal Verde,Victor Manuel,H,2965.02€,28,Madrid
29990294L,Mariño López,Pablo,H,1478.34€,28,Madrid
56775052N,Campos Muñoz,Marta,M,1443.97€,6,Badajoz
42835564L,Hernández de Vega,Luis Alberto,H,1441.48€,14,Córdoba
73750743R,Martínez Sánchez,Amaya,M,1443.45€,28,Madrid
71503546L,Racero Sáez,Julio,H,1409.63€,8,Barcelona
92986524P,Gil Martínez,Adriana,M,1548.32€,38,Santa Cruz de Tenerife
18284303Q,Pulido García,AiNMoa,M,3014.89€,29,Málaga
75778737Q,Sánchez Caballero,Ismael,H,2168.32€,15,La Coruña
1465628E,Alonso Martín,Óscar,H,3167.51€,8,Barcelona
45133837V,Burgos Santana,Iván,H,2783.38€,15,La Coruña
83577785V,Perea Sicilia,Francisco Javier,H,3544.3€,48,Vizcaya
58946052L,Jordán Fernández,Camila,M,1423.82€,8,Barcelona
74458294A,Navarro Herrera,Nicolás,H,2470.7€,46,Valencia
18283994Y,Rivero Carbo,Soraya,M,1933.21€,32,Ourense
69818137G,López Pulido,Guadalupe,M,1898.76€,41,Sevilla
72120854F,Tomás Beltrán,Ceila,M,1703.0€,8,Barcelona
34909415S,Juárez González,David,H,2584.2€,31,Navarra
83079690X,Parra Manzanero,Mónica,M,2513.46€,38,Santa Cruz de Tenerife
30649505G,Cobos Ortiz,Rafael,H,3303.87€,41,Sevilla
83543723H,Calvo Mateu,Ángela,M,966.65€,30,Murcia
71480853G,García Rivero,Ignacio,H,3045.75€,6,Badajoz
61102723A,Tarrago Grau,Montserrat,M,1619.61€,30,Murcia
32857562S,García García,Amaya,M,701.03€,1,Álava
29758282P,Gómez Valero,Ruth,M,702.17€,8,Barcelona
16257359Q,Sánchez Otero,Ana Sonia,M,1939.2€,45,Toledo
36269392W,Romero Vergara,Bartolomé,H,1880.21€,8,Barcelona
72914763W,Iglesias Suárez,Isidro,H,2338.07€,29,Málaga
16847901X,Rodríguez García,Rodrigo,H,3566.35€,19,Guadalajara
68140218G,García Hervas,Carmen,M,1548.18€,8,Barcelona
10162523L,Fuentes Rodrigo,Guillermo,H,1213.0€,46,Valencia
87400435K,Tello Descalzo,Geraldin,M,2514.04€,11,Cádiz
80017925M,Martínez Calero,Silvestre,H,2793.56€,28,Madrid
86743841P,Hernández Jiménez,Luis Félix,H,1660.24€,8,Barcelona
41568069P,Vera Marco,Miguel,H,3494.24€,48,Vizcaya
34306825W,Pérez de Andrés,Diana,M,2228.17€,17,Gerona
84613604P,Baltasar Zamora,Félix,H,1729.41€,39,Cantabria
79363044A,Cartagena Lazar,Jorge Lorenzo,H,759.21€,28,Madrid
67222522P,Liu Hernández,Octavia,M,946.39€,4,Almería
90699203Z,Gómez López,Giovanna,M,1341.53€,38,Santa Cruz de Tenerife
13089742M,López Iturbe,Maximiliano,H,1810.06€,13,Ciudad Real
89223320H,Toledo Rodríguez,Isabel,M,842.69€,21,Huelva
91890628Q,Teruel Pose,Mónica,M,3024.66€,48,Vizcaya
40030253H,Rodríguez Ripoll,César,H,2749.42€,24,León
28248825H,Bermejo Fornes,Clara,M,3048.42€,46,Valencia
88245888V,Suárez Escriba,Miguel,H,1631.66€,45,Toledo
61381210Y,Sánchez Alonso,Casio,H,1839.76€,4,Almería
9615901S,Pérez Herrera,Braulio,H,2983.43€,8,Barcelona
33240190S,Moles Galera,Sergio,H,611.06€,29,Málaga
81953879A,Martorell de la Iglesia,Eleuterio,H,1501.07€,45,Toledo
91972153Y,Sánchez Vicario,María Gracia,M,2692.33€,22,Huesca
65361838R,Sánchez Revuelta,Cicerón,H,1614.36€,40,Segovia
63363555G,Ayuso Luna,Antonio,H,1373.25€,17,Gerona
47915531E,Vázquez Piñol,Bruno,H,2552.58€,33,Asturias
23953909F,Dorta Navas,María Victoria,M,1113.94€,28,Madrid
76787004D,Fernández Sánchez,Helena,M,810.44€,3,Alicante
43646044W,Navarro Fernández,Alberto,H,3424.7€,30,Murcia
52264801S,Fernández Yuste,José Fernando,H,2875.11€,33,Asturias
95614143S,Colino Martínez,Inés,M,2909.91€,14,Córdoba
30722311S,Garrido Ortiz,Lynda,M,2420.13€,5,Ávila
29462600Z,Fernández Redondo,Ireneo,H,3364.44€,41,Sevilla
21359299G,Barriuso Fernández,David,H,1193.76€,38,Santa Cruz de Tenerife
96974475N,Ortega Pacheco,Sebastián,H,3081.35€,23,Jaén
96769953Y,Melero Pérez,Balduino,H,1994.47€,29,Málaga
15145445Z,Martín Quintero,José Antonio,H,871.23€,41,Sevilla
87530074D,Aguilar Tortosa,Emilio,H,2794.41€,29,Málaga
59953434R,Recio González,José María,H,1166.54€,28,Madrid
31690655J,Medina Cabrera,Melisenda,M,2241.22€,28,Madrid
47579081Q,Orduña Sánchez,Nereida,M,2464.03€,38,Santa Cruz de Tenerife
79147194P,Alarcón Crespo,Alfredo,H,2828.98€,28,Madrid
73368182E,Martínez Díaz,David,H,1486.48€,35,Las Palmas
53343238M,Abellan Iniesta,Alfonso,H,2511.51€,17,Gerona
18203053W,Contreras Rivero,Begoña,M,3577.6€,28,Madrid
85869663Z,Díaz Mico,Juan Julio,H,2855.45€,35,Las Palmas
77300711B,Montoro Mendoza,Jenny,M,1004.72€,8,Barcelona
17632941Z,Moldovan Benito,Alicia,M,3059.06€,47,Valladolid
27645479P,Guirado Liarte,Jesús Adolfo,H,3068.99€,11,Cádiz
99967775T,Sánchez Mateo,Mirella,M,746.84€,14,Córdoba
91842582V,González Hernández,Mariano,H,1018.62€,15,La Coruña
94131934H,Martínez Fernández,Elena,M,1983.37€,18,Granada
22386204M,Jiménez García,Sandra,M,1043.51€,8,Barcelona
14000437S,Vázquez Ochoa,Francisco de Borja,H,2915.06€,28,Madrid
70095488K,Barcala Beltrán,Melchor,H,1687.12€,3,Alicante
57617525H,Benito Cobas,Tatiana,M,1969.96€,38,Santa Cruz de Tenerife
92399096T,Alonso Díaz,Nerea,M,3442.34€,17,Gerona
43899624F,Cervilla González,Albano,H,3138.23€,49,Zamora
34543293F,García Molina,Fabiola,M,2469.6€,33,Asturias
93730548M,Aguilar Urrutia,Miguel,H,3174.56€,50,Zaragoza
92648910B,Navarro Medina,María de Luján,M,2168.9€,28,Madrid
44658632S,González Díaz,Alexia,M,1154.05€,48,Vizcaya
59524387L,Hernández González,Rodrigo,H,2900.85€,48,Vizcaya
57288507S,Jiménez Molina,Anastasia,M,2862.55€,7,Baleares
9618829E,Pardo González,Vanesa,M,2647.21€,30,Murcia
93340267B,Martínez López,Lázaro,H,1587.17€,43,Tarragona
521531Y,García Chacón,Évora,M,2759.07€,13,Ciudad Real
21495041T,López Boix,Victor,H,1710.8€,41,Sevilla
36720616N,Zambrano Pérez,Jorge Lorenzo,H,2603.3€,1,Álava
31015739D,Ponce del Rey,Juan Marcos,H,1715.0€,18,Granada
43349655Z,Valera Ruiz,Mercedes,M,2596.97€,12,Castellón
15369308H,Vázquez Pascual,Rafael,H,3006.48€,5,Ávila
49490110K,Carmona López,Carmen,M,1538.88€,41,Sevilla
81514475Z,Jerez Izquierdo,Esther,M,2044.06€,35,Las Palmas
53060301Z,Navarro Parra,Luis Alberto,H,1800.14€,38,Santa Cruz de Tenerife
65175944Q,Ferreiro Torralbo,María José,M,2335.57€,10,Cáceres
82896533W,Morales Santos,Marcelo,H,826.97€,29,Málaga
509654C,Sevilla Quintanilla,Enrique,H,2668.21€,3,Alicante
43494746K,Aramburu Viera,Isidora,M,2812.85€,28,Madrid
33468262L,Afonso Román,Cyntia,M,1743.45€,38,Santa Cruz de Tenerife
8894890P,Torregrosa de la Paz,Eva María,M,1600.07€,46,Valencia
53483755S,Peña Sevilla,Rafael,H,2910.19€,8,Barcelona
63906086B,López Robles,Crispín,H,2927.85€,9,Burgos
86564382H,Soler Urrea,Samanta,M,2771.11€,33,Asturias
92526504B,Martínez Marsal,Nerea,M,2624.04€,8,Barcelona
75512991N,Rodríguez Salvat,Eloy,H,809.5€,48,Vizcaya
8933846W,Lorenzo Díaz,Gabriel,H,3075.03€,28,Madrid
17858064J,Navarro Ramón,Luis Miguel,H,1222.21€,18,Granada
69423555X,Cabrera Tapias,Cristobal,H,3154.57€,28,Madrid
29578954B,García Arjona,Virgilio,H,612.42€,50,Zaragoza
2452959D,Carrasco Salas,Sebastián,H,3363.31€,16,Cuenca
10322937P,Martínez Manzano,Elena,M,1000.21€,36,Pontevedra
36499192D,Fernández Rodríguez,Rosa,M,2357.95€,31,Navarra
53260438M,García Viera,Javier,H,2543.96€,30,Murcia
84432262K,Melero Larrea,Vicente,H,730.22€,35,Las Palmas
36900999Y,Giménez Iniesta,Isidro,H,2868.8€,3,Alicante
80905646H,Mezquita Ruedas,Miguel,H,2244.39€,46,Valencia
66177821J,Sánchez García,Marta,M,1796.9€,24,León
42925923B,Expósito Rodríguez,Carmen,M,1936.06€,28,Madrid
72173174W,Ubeda Rodríguez,Antonia,M,1535.29€,8,Barcelona
90018523L,Pérez Martín,Begoña,M,2209.11€,1,Álava
2457009B,Aparicio Rodríguez,Jesús,H,859.44€,8,Barcelona
80684470X,Sánchez Ugarte,Manuela,M,3302.14€,3,Alicante
22791768X,Gutiérrez García,Eva María,M,1033.51€,50,Zaragoza
87256228R,Pérez Heredia,Blanca María,M,1205.58€,9,Burgos
33749424Y,Domínguez Ruiz,Mónica,M,1020.87€,12,Castellón
87610428R,Carreira Samaniego,Julio,H,1037.25€,46,Valencia
77611767S,Salvador Pérez,Cayo,H,2991.09€,6,Badajoz
24969246D,Garin Domínguez,Marisol,M,2285.09€,7,Baleares
58989081S,Vázquez Escobar,Vicente,H,2143.78€,28,Madrid
6396790F,González López,Elisa,M,1721.85€,28,Madrid
31289842K,Herraiz Espinoza,Carolina,M,3005.97€,23,Jaén
36434843Z,Cases Montserrat,Araceli,M,727.84€,8,Barcelona
57087293M,Briz Sun,Dalia,M,3571.26€,36,Pontevedra
29174891N,Martínez Grau,Eva,M,1526.5€,7,Baleares
47327038F,Pardo Heredia,Magdalena,M,1027.45€,3,Alicante
4168455G,Gómez González,Yedra,M,3263.56€,16,Cuenca
28160112Q,Martín Jiménez,Borís,H,1349.59€,6,Badajoz
47861480K,Silva Torres,Gloria,M,1029.14€,6,Badajoz
98113162S,Castillo Menor,Damián,H,3339.69€,4,Almería
41313858Q,León Padrón,Sara,M,1933.17€,21,Huelva
87653138T,Martín Santos,Verónica,M,2789.12€,8,Barcelona
133107Y,Cabrera Rodríguez,Maximiliano,H,2064.85€,11,Cádiz
50487809A,Rodríguez Martín,Alexis,H,2478.53€,8,Barcelona
6799998W,Arencibia García,Álvaro,H,977.89€,12,Castellón
25872841A,Maroto Reyero,Tomás,H,2760.55€,8,Barcelona
6569186H,Domínguez Ros,César,H,1892.83€,45,Toledo
55665137P,González Caballero,María Victoria,M,3177.56€,15,La Coruña
83253120C,Cabello Pereira,Carolina,M,2758.63€,35,Las Palmas
2953063R,Olivan Escribano,Mayte,M,2028.78€,23,Jaén
82493429L,Gómez Pérez,María de la Almudena,M,3096.66€,28,Madrid
52076458L,Rodríguez Catalán,Federico José,H,2234.91€,47,Valladolid
39328613Q,Rodríguez Gómez,Eloy,H,1105.8€,8,Barcelona
16179959B,Molano Aguado,Amor,M,1363.13€,28,Madrid
30406568Q,Pérez Gonzalo,Tomás,H,1047.37€,8,Barcelona
98766713K,Villaverde Díaz,Eva María,M,1019.65€,50,Zaragoza
75177800T,Álvarez Lanza,Margarita,M,678.37€,18,Granada
52868100R,Ordóñez Velasco,Victor Manuel,H,1130.58€,41,Sevilla
75641594E,Leal Giménez,María de Fátima,M,1452.96€,50,Zaragoza
25438035N,Torregrosa Vieites,Rosana,M,1194.95€,30,Murcia
11190665S,Ibarra López,María José,M,1871.15€,3,Alicante
27625014J,Montero López,Federico,H,2577.56€,8,Barcelona
98986041K,Olmedo Fuster,Tamara,M,1493.65€,31,Navarra
13065498A,Artiles Ruiz,Cecilia,M,2124.76€,8,Barcelona
25956258E,Pérez Beltrán,Diego,H,2550.17€,41,Sevilla
97860992V,Martínez Martínez,Dimas,H,3036.14€,28,Madrid
45504069H,Heredia Herreros,Carlos,H,1299.07€,46,Valencia
6217319M,Serra Casado,José Luis,H,3351.86€,29,Málaga
79558386Y,Alonso Ruiz,Yanira,M,1418.95€,18,Granada
55795497G,Moreno Rodríguez,Alfredo,H,2852.13€,8,Barcelona
48654447V,Taylor Herran,Valle,M,3061.52€,3,Alicante
4793713F,Bel Falcón,Eva,M,1487.06€,39,Cantabria
72874858W,Morales Tarancon,Marta,M,1121.53€,29,Málaga
8981044G,Labrador Tomás,Vicente,H,925.07€,41,Sevilla
3038777V,Garrido González,Malaquías,H,1898.94€,46,Valencia
88855670T,Iglesias Fernández,Neli,M,2832.83€,11,Cádiz
92474470A,Asensio García,Horacio,H,3273.84€,3,Alicante
84509961A,Mateu Navarro,María José,M,1374.52€,11,Cádiz
47727560F,Vargas Escobar,Nerea,M,1681.69€,52,Melilla
95546945T,Cuadrado Dalmau,Cyntia,M,1079.35€,7,Baleares
74006568C,Badía Molina,Carmen,M,1480.52€,31,Navarra
24588968J,Ródenas Badía,Sonsoles,M,3001.94€,37,Salamanca
85100097M,Ruiz Velázquez,Carmen,M,1419.08€,28,Madrid
91819608C,Gómez Conde,Julián,H,2456.68€,33,Asturias
84653902X,Cortés Gómez,Miriam,M,3042.18€,46,Valencia
83061038B,Jiménez Sánchez,Fabiola,M,2904.21€,17,Gerona
57497305L,González Huerta,Pedro,H,2464.79€,30,Murcia
70755488J,Colomer Vaquero,Paulino,H,2804.17€,46,Valencia
77270230M,Miró Vieira,Sandra,M,1486.65€,3,Alicante
83723549F,Barragán Pino,Rocío,M,2812.59€,12,Castellón
35725028W,González Fernández,Amanda,M,2744.56€,28,Madrid
42732920R,Abril Valdés,Elías,H,1126.34€,14,Córdoba
5249893M,López Arco,Timoteo,H,3267.82€,8,Barcelona
61936246Y,Sanz Espinosa,Benjamín,H,2479.82€,41,Sevilla
39558544Q,Planes Molina,Ana,M,1435.05€,28,Madrid
95520201M,Rufo Fernández,Severino,H,3344.33€,4,Almería
7977394M,Martínez López,Amanda,M,1966.67€,38,Santa Cruz de Tenerife
81032066F,Hernández Carrión,Lorena,M,1718.49€,43,Tarragona
10887322L,Alonso Soto,Elías,H,2029.87€,14,Córdoba
59584226N,Melero González,Zulema,M,2122.76€,26,La Rioja
81880812F,Ramírez Oliver,Sara,M,2101.85€,46,Valencia
94438455H,Amar Jaen,Marcelo,H,3505.27€,8,Barcelona
95002334Y,Dorado Gallego,Cirineo,H,2516.43€,46,Valencia
36484752J,Guerrero Pérez,Fátima,M,2854.19€,8,Barcelona
41663567X,Sánchez Sanz,Fermín,H,3210.68€,41,Sevilla
13186267E,Díez Rodríguez,Maricruz,M,1908.21€,8,Barcelona
54766560H,Alcalá Hernández,Cristina,M,1457.19€,8,Barcelona
29181856P,Herrero Doménech,Jaime,H,2116.43€,8,Barcelona
50214986Y,Rodríguez Rosas,Yolanda,M,1196.37€,8,Barcelona
36627892R,Marín Sanz,Javier,H,1468.74€,28,Madrid
46022502P,Flores Serrano,Carmen,M,2118.76€,23,Jaén
53416089S,Pérez Bravo,Mario,H,1183.08€,28,Madrid
54000753L,Amaya González,Manuel Jesús,H,2053.67€,1,Álava
11705853A,González Curiel,Eladio,H,3074.79€,8,Barcelona
20578965Z,Pérez Fernández,Ángel,H,1424.85€,7,Baleares
9027914T,Sánchez Prieto,Esther,M,2463.03€,13,Ciudad Real
3410209E,Marín Álvarez,Sabrina,M,982.46€,2,Albacete
3007528W,Pinar Artero,Abigail,M,1298.27€,29,Málaga
95482427C,Afonso Hernández,Inmaculada,M,3421.58€,51,Ceuta
49165066J,Rodríguez Rodríguez,Rosa,M,1072.31€,28,Madrid
64588182L,Hernández Ruiz,Malaquías,H,1577.5€,8,Barcelona
82111281Q,Álvarez Alonso,Rocío,M,638.02€,28,Madrid
34016867M,Sanjuan Serrano,Marina,M,3138.43€,13,Ciudad Real
3783411A,Vera Real,Julián,H,1099.66€,25,Lérida
40704886S,Cano Novoa,Vladimir,H,3242.6€,37,Salamanca
80373781M,Corral Ávila,Raúl,H,2107.88€,41,Sevilla
24988907M,Fernández Santos,María José,M,3203.31€,41,Sevilla
91679052V,Blanco Fernández,Susana,M,2517.16€,3,Alicante
16418082S,Duque Toledo,Cristina,M,1218.67€,8,Barcelona
94327802H,Doblado Manchon,Pedro,H,2140.47€,28,Madrid
22343693K,Hurtado Ruiz,Ana,M,2327.44€,29,Málaga
92496326D,Gómez García,Gonzalo,H,2107.94€,18,Granada
19457656R,López Domínguez,Zaida,M,2637.5€,45,Toledo
87254365R,Domínguez Guillén,Dimitri,H,838.21€,2,Albacete
17019976E,Quiñones Escribano,Isabel María,M,2813.48€,18,Granada
46738433H,Blanco González,Belén,M,3235.25€,41,Sevilla
57813360P,Forcada Jareño,Fuensanta,M,1816.89€,26,La Rioja
94262592J,Lasheras Martín,Ireneo,H,1196.19€,28,Madrid
57191325P,Liñán Ferreira,Paula,M,3559.98€,28,Madrid
7764502R,Antonio Martín,Rafael,H,2760.51€,35,Las Palmas
39932384Z,Bote Lobato,Máximo,H,3597.71€,17,Gerona
11355165L,Castells López,Germán,H,1045.54€,39,Cantabria
11653550W,Mateos Pena,José Alberto,H,2635.54€,18,Granada
85088837S,Prieto Pellicer,Isabel,M,2932.69€,8,Barcelona
18634121G,de Pablo Martín,Pablo José,H,889.69€,29,Málaga
31476846N,Chamorro Arribas,Carlos,H,2120.98€,46,Valencia
84106763H,Rodríguez López,Sandra,M,1378.16€,41,Sevilla
93005206Z,Gómez Ortiz,Elisa,M,2617.18€,11,Cádiz
17125364R,Sarmiento García,Antonio,H,740.07€,46,Valencia
82438017Z,Quiles Rojas,Marta,M,1843.06€,18,Granada
33443790L,Lima Expósito,Pelayo,H,3138.06€,28,Madrid
52641022W,Ripoll Lozano,Jaime,H,809.45€,8,Barcelona
97549806K,Campano Gómez,Marcos,H,2168.23€,7,Baleares
22874728D,Amor Oliver,Eva,M,3123.16€,35,Las Palmas
36894890S,Pérez Villaverde,Jaime,H,1226.94€,11,Cádiz
89003282K,Delgado Ruiz,Nicanor,H,1987.35€,46,Valencia
18931669R,Muñoz Vaquero,Soraya,M,2719.07€,46,Valencia
63051300C,Vieites Rodríguez,Isabel,M,2748.35€,10,Cáceres
48992031F,Fernández Moreno,Gloria,M,3361.86€,17,Gerona
17410243W,Morales García,Celia,M,3495.31€,28,Madrid
2173928Z,Díaz Bueno,Gwendolín,M,1179.34€,33,Asturias
97331038Y,de la Peña Alabau,Susana,M,2683.73€,28,Madrid
59804290N,García Trillo,Francisco Manuel,H,899.02€,17,Gerona
25909711G,Lomas Alonso,Elena,M,2824.87€,40,Segovia
74947462F,Aparicio del Amo,José María,H,3173.46€,49,Zamora
64535147E,Robles Moliner,Francisco de Sales,H,940.94€,36,Pontevedra
40759171C,Rodríguez Mateo,Verónica,M,3440.78€,35,Las Palmas
31867001H,Barrero Castillo,Raúl,H,1357.83€,3,Alicante
8858208B,Pastor Romero,Jésica,M,2409.15€,11,Cádiz
91179469V,Ibáñez Fernández,Jaime,H,1504.84€,36,Pontevedra
85602938C,Bernardez Sánchez,Andrés,H,968.4€,11,Cádiz
21862514W,Cubells Díaz,Rosa,M,1871.96€,17,Gerona
85205177K,Bautista Méndez,Raquel,M,1178.13€,46,Valencia
20723219N,León Contreras,Isidro,H,3183.89€,2,Albacete
7666386A,Otero Mena,Coral,M,3503.79€,20,Guipúzcoa
74371045Q,García Carneiro,María Esperanza,M,873.74€,19,Guadalajara
33943006C,García Ballesteros,María del Rocío,M,1333.29€,11,Cádiz
89483355S,Jiménez Hernández,Luisa,M,3155.42€,36,Pontevedra
42590654J,Díez Gil,Fabián,H,2435.35€,31,Navarra
14401832Z,Gallego Piedra,Santiago,H,2618.44€,29,Málaga
83138430P,Paz Navarro,Rocío,M,3361.43€,4,Almería
76762874Y,Díaz Mantilla,Francisco Javier,H,3413.25€,41,Sevilla
28031068W,Villar Cordero,Susana,M,1055.92€,44,Teruel
58360507P,Aracil Ortega,Ciriaco,H,3505.16€,46,Valencia
33260942K,Revuelta Venegas,María,M,3348.92€,10,Cáceres
33010722H,Márquez Cano,Iván,H,2292.98€,50,Zaragoza
88595222G,Florido Martín,Gonzalo,H,1555.38€,3,Alicante
75851065D,Torralbo Nieto,Raquel,M,1392.72€,41,Sevilla
32073559J,Díez Belmonte,José Germán,H,3598.2€,43,Tarragona
75475619S,Parera Farre,Pascual,H,749.39€,28,Madrid
45384815L,Jerez Rodríguez,Luis Miguel,H,1685.92€,28,Madrid
22968022S,Pardo Fernández,Ciriaco,H,2271.98€,28,Madrid
71690552N,Carbonell Lorenzo,Almudena,M,2393.68€,40,Segovia
35835617F,López García,Nereida,M,1090.4€,28,Madrid
94999007Z,Cuéllar Felip,Diana,M,1574.89€,27,Lugo
88835968D,Gómez Pérez,Paulo,H,2651.05€,8,Barcelona
59544621J,Escriba Alonso,Victor,H,2938.46€,28,Madrid
48679725H,Martín González,Paloma,M,1433.97€,33,Asturias
62720402T,Morato Álvarez,Angelines,M,1698.12€,28,Madrid
43735746G,Rodríguez Vázquez,Estefania,M,1962.01€,41,Sevilla
29556882L,López Carrión,Cyrano,H,1786.77€,8,Barcelona
83487483J,Viso García,Isabel,M,2246.62€,2,Albacete
28842968W,Sicilia Cayuela,Esther,M,1846.15€,36,Pontevedra
83113537R,González Mendoza,Lucía,M,2281.26€,50,Zaragoza
58728786B,Cabrera Gallardo,Raquel,M,1182.11€,13,Ciudad Real
45896874Y,González Godoy,Elisandro,H,2946.63€,28,Madrid
55714561M,Bañuls Fuentes,Luis Alberto,H,1016.15€,46,Valencia
27101111G,Collazo Jiménez,Juan Ramón,H,670.01€,20,Guipúzcoa
37675856Q,Domínguez Carmona,Iván,H,1577.28€,32,Ourense
6570535X,Rosero Aragón,Elisa,M,2710.2€,8,Barcelona
6054940Y,García Caparrós,Israel,H,3544.27€,46,Valencia
59882610V,Barrio Alemany,Francisco Manuel,H,1487.6€,31,Navarra
11298929H,Carrillo Pineda,Juan Carlos,H,3259.75€,28,Madrid
57864708C,Cuartero García,Marcos,H,1305.1€,4,Almería
40473482Z,Pérez López,Marco Antonio,H,3456.33€,41,Sevilla
77325206B,Caso Ávila,Enrique,H,3107.31€,28,Madrid
57839350P,Encinas Aramburu,Rosa,M,3434.97€,43,Tarragona
49774963L,Seijas López,Iván,H,994.59€,8,Barcelona
